77,20106,219817,0
78,20101,219810,0
79,20104,219812,0
80,20103,219803,0
81,20105,219811,0
82,20101,219809,0
83,20101,219807,0
84,20102,219819,0
85,20100,219813,0
86,20100,219803,0
87,20100,219812,0
88,20097,219803,0
89,20100,219805,0
90,20103,219795,0
91,20100,219800,0
92,20100,219805,0
93,20097,219794,0
94,20099,219784,0
95,20097,219780,0
96,20093,219806,0
97,20093,219781,0
98,20093,219783,0
99,20092,219775,0
100,20096,219780,0
101,20094,219796,0
102,20095,219781,0
103,20096,219790,0
104,20090,219767,0
105,20088,219776,0
106,20091,219762,0
107,20091,219784,0
108,20087,219777,0
109,20092,219765,0
110,20091,219768,0
111,20093,219784,0
112,20086,219778,0
113,20090,219763,0
114,20086,219752,0
115,20087,219754,0
116,20085,219764,0
117,20087,219767,0
118,20084,219752,0
119,20088,219757,0
120,20085,219760,0
121,20085,219759,0
122,20082,219761,0
123,20084,219759,0
124,20082,219743,0
125,20081,219738,0
126,20081,219744,0
127,20083,219726,0
128,20081,219729,0
129,20082,219731,0
130,20083,219747,0
131,20083,219737,0
132,20083,219719,0
133,20081,219720,0
134,20079,219732,0
135,20082,219718,0
136,20082,219733,0
137,20080,219714,0
138,20081,219727,0
139,20078,219722,0
140,20077,219729,0
141,20078,219720,0
142,20078,219716,0
143,20078,219725,0
144,20076,219722,0
145,20077,219711,0
146,20074,219705,0
147,20075,219718,0
148,20077,219708,0
149,20075,219702,0
150,20076,219720,0
151,20075,219697,0
152,20075,219717,0
153,20077,219717,0
154,20075,219699,0
155,20076,219692,0
156,20073,219705,0
157,20074,219705,0
158,20073,219706,0
159,20069,219698,0
160,20072,219701,0
161,20072,219692,0
162,20068,219686,0
163,20069,219694,0
164,20067,219702,0
165,20066,219697,0
166,20065,219695,0
167,20068,219704,0
168,20068,219699,0
169,20069,219686,0
170,20069,219690,0
171,20071,219684,0
172,20067,219657,0
173,20068,219686,0
174,20067,219672,0
175,20067,219677,0
176,20067,219667,0
177,20066,219668,0
178,20067,219672,0
179,20068,219655,0
180,20062,219642,0
181,20065,219670,0
182,20061,219659,0
183,20067,219687,0
184,20057,219653,0
185,20063,219680,0
186,20057,219668,0
187,20061,219676,0
188,20060,219669,0
189,20063,219653,0
190,20062,219654,0
191,20067,219659,0
192,20061,219663,0
193,20061,219638,0
194,20060,219648,0
195,20059,219650,0
196,20061,219650,0
197,20061,219660,0
198,20057,219640,0
199,20062,219643,0
200,20057,219634,0
201,20061,219638,0
202,20056,219645,0
203,20058,219641,0
204,20057,219623,0
205,20057,219643,0
206,20055,219650,0
207,20057,219631,0
208,20054,219627,0
209,20059,219644,0
210,20058,219641,0
211,20057,219628,0
212,20057,219648,0
213,20059,219645,0
214,20056,219638,0
215,20056,219647,0
216,20056,219637,0
217,20057,219632,0
218,20055,219630,0
219,20058,219650,0
220,20052,219639,0
221,20054,219636,0
222,20056,219631,0
223,20056,219630,0
224,20053,219620,0
225,20052,219637,0
226,20046,219620,0
227,20049,219623,0
228,20051,219618,0
229,20052,219611,0
230,20049,219617,0
231,20053,219627,0
232,20053,219619,0
233,20053,219605,0
234,20051,219617,0
235,20051,219596,0
236,20045,219595,0
237,20045,219591,0
238,20046,219585,0
239,20045,219583,0
240,20043,219578,0
241,20045,219583,0
242,20046,219592,0
243,20047,219588,0
244,20043,219586,0
245,20047,219596,0
246,20047,219593,0
247,20048,219607,0
248,20043,219591,0
249,20047,219595,0
250,20043,219597,0
251,20048,219589,0
252,20045,219564,0
253,20041,219568,0
254,20043,219557,0
255,20041,219554,0
256,20038,219536,0
257,20038,219529,0
258,20034,219506,0
259,20030,219493,0
260,20028,219471,0
261,20031,219483,0
262,20023,219465,0
263,20026,219453,0
264,20022,219472,0
265,20021,219454,0
266,20017,219450,0
267,20020,219478,0
268,20016,219456,0
269,20018,219446,0
270,20017,219461,0
271,20020,219453,0
272,20018,219455,0
273,20021,219462,0
274,20017,219439,0
275,20020,219453,0
276,20016,219446,0
277,20016,219436,0
278,20011,219451,0
279,20015,219429,0
280,20012,219440,0
281,20014,219447,0
282,20014,219445,0
283,20016,219452,0
284,20014,219428,0
285,20017,219461,0
286,20011,219447,0
287,20015,219447,0
288,20015,219447,0
289,20018,219441,0
290,20019,219450,0
291,20020,219458,0
292,20020,219447,0
293,20020,219449,0
294,20022,219463,0
295,20022,219454,0
296,20019,219462,0
297,20020,219452,0
298,20019,219449,0
299,20025,219467,0
300,20021,219474,0
301,20024,219442,0
302,20020,219466,0
303,20026,219453,0
304,20021,219458,0
305,20023,219455,0
306,20021,219452,0
307,20021,219481,0
308,20018,219462,0
309,20018,219470,0
310,20023,219470,0
311,20022,219454,0
312,20021,219439,0
313,20022,219452,0
314,20024,219457,0
315,20028,219471,0
316,20022,219456,0
317,20023,219471,0
318,20019,219475,0
319,20022,219461,0
320,20019,219464,0
321,20025,219464,0
322,20021,219466,0
323,20024,219475,0
324,20019,219470,0
325,20024,219462,0
326,20021,219473,0
327,20019,219480,0
328,20018,219463,0
329,20017,219460,0
330,20019,219486,0
331,20024,219473,0
332,20022,219470,0
333,20024,219490,0
334,20025,219488,0
335,20027,219491,0
336,20024,219483,0
337,20028,219490,0
338,20027,219475,0
339,20025,219479,0
340,20020,219472,0
341,20025,219492,0
342,20021,219464,0
343,20025,219468,0
344,20022,219469,0
345,20024,219454,0
346,20018,219462,0
347,20021,219483,0
348,20018,219442,0
349,20023,219469,0
350,20019,219457,0
351,20023,219436,0
352,20018,219460,0
353,20024,219452,0
354,20022,219449,0
355,20027,219461,0
356,20024,219460,0
357,20023,219454,0
358,20021,219438,0
359,20026,219449,0
360,20018,219446,0
361,20021,219440,0
362,20019,219437,0
363,20023,219440,0
364,20017,219456,0
365,20022,219442,0
366,20014,219439,0
367,20019,219453,0
368,20017,219446,0
369,20021,219456,0
370,20017,219442,0
371,20023,219439,0
372,20013,219444,0
373,20017,219452,0
374,20016,219459,0
375,20018,219460,0
376,20016,219459,0
377,20018,219483,0
378,20016,219457,0
379,20017,219472,0
380,20013,219455,0
381,20020,219446,0
382,20019,219441,0
383,20016,219469,0
384,20013,219466,0
385,20019,219441,0
386,20014,219471,0
387,20018,219455,0
388,20013,219472,0
389,20014,219460,0
390,20011,219448,0
391,20014,219442,0
392,20011,219450,0
393,20014,219437,0
394,20014,219450,0
395,20013,219428,0
396,20010,219409,0
397,20010,219409,0
398,20007,219374,0
399,20004,219390,0
400,20008,219394,0
401,20007,219361,0
402,20005,219364,0
403,20003,219356,0
404,19999,219353,0
405,19999,219334,0
406,19999,219334,0
407,19993,219330,0
408,19994,219328,0
409,19986,219323,0
410,19981,219300,0
411,19979,219282,0
412,19930,218593,0
413,18762,209091,0
414,17425,200436,0
415,16800,196805,0
416,16519,195256,0
417,16358,194362,0
418,16261,193807,0
419,16204,193432,0
420,16159,193198,0
421,16129,193089,0
422,16112,193063,0
423,16112,193175,0
424,16129,193504,0
425,16182,194302,0
426,16297,195710,0
427,16392,196697,0
428,16477,197585,0
429,16579,198685,0
430,16711,200029,0
431,16873,201684,0
432,17095,204038,0
433,17502,208655,0
434,18044,214233,0
435,18405,217797,0
436,18714,221081,0
437,19230,226563,0
438,20199,236554,0
439,22115,255162,0
440,25028,281577,0
441,28692,314063,0
442,32820,352279,0
443,37014,395137,0
444,40472,435573,0
445,43375,485054,0
446,44894,521982,0
447,45804,524287,0
448,46854,524287,0
449,47811,524287,0
450,48130,524287,0
451,48261,524287,0
452,48721,524287,0
453,49125,524287,0
454,49342,524287,0
455,49442,524287,0
456,49392,524287,0
457,49170,524287,0
458,49180,524287,0
459,49622,524287,0
460,49828,524287,0
461,49949,524287,0
462,50756,524287,0
463,50449,524287,0
464,49043,524287,0
465,48585,524287,0
466,49008,524287,0
467,49617,524287,0
468,49873,524287,0
469,49695,524287,0
470,49725,524287,0
471,49950,524287,0
472,50484,524287,0
473,49676,524287,0
474,47012,524287,0
475,44275,524287,0
476,42674,524287,0
477,43332,524287,0
478,45095,524287,0
479,45553,524287,0
480,45726,524287,0
481,45958,524287,0
482,46241,524287,0
483,46540,524287,0
484,46837,524287,0
485,47098,524287,0
486,47347,524287,0
487,47565,524287,0
488,47779,524287,0
489,47964,524287,0
490,48165,524287,0
491,48324,524287,0
492,48502,524287,0
493,48652,524287,0
494,48806,524287,0
495,48926,524287,0
496,49061,524287,0
497,49162,524287,0
498,49276,524287,0
499,49370,524287,0
500,49481,524287,0
501,49567,524287,0
502,49654,524287,0
503,49705,524287,0
504,49774,524287,0
505,49813,524287,0
506,49842,524287,0
507,49835,524287,0
508,49805,524287,0
509,49705,524287,0
510,49558,524287,0
511,49385,524287,0
512,49167,524287,0
513,48910,524287,0
514,48644,524287,0
515,48368,524287,0
516,48152,524287,0
517,47954,524287,0
518,47803,524287,0
519,47687,524287,0
520,47608,524287,0
521,47551,524287,0
522,47529,524287,0
523,47507,524287,0
524,47513,524287,0
525,47516,524287,0
526,47525,524287,0
527,47536,524287,0
528,47539,524287,0
529,47543,524287,0
530,47553,524287,0
531,47562,524287,0
532,47586,524287,0
533,47598,524287,0
534,47616,524287,0
535,47620,524287,0
536,47638,524287,0
537,47657,524287,0
538,47679,524287,0
539,47686,524287,0
540,47696,524287,0
541,47700,524287,0
542,47705,524287,0
543,47691,524287,0
544,47691,524287,0
545,47688,524287,0
546,47685,524287,0
547,47685,524287,0
548,47700,524287,0
549,47704,524287,0
550,47723,524287,0
551,47745,524287,0
552,47769,524287,0
553,47794,524287,0
554,47832,524287,0
555,47864,524287,0
556,47907,524287,0
557,47943,524287,0
558,47983,524287,0
559,48013,524287,0
560,48046,524287,0
561,48067,524287,0
562,48110,524287,0
563,48140,524287,0
564,48178,524287,0
565,48214,524287,0
566,48251,524287,0
567,48275,524287,0
568,48312,524287,0
569,48335,524287,0
570,48369,524287,0
571,48389,524287,0
572,48418,524287,0
573,48439,524287,0
574,48473,524287,0
575,48502,524287,0
576,48534,524287,0
577,48561,524287,0
578,48593,524287,0
